"22498","4665897","41452719","8927028","83.43409891391273"
"18200","9222432","15203415","7906911","29.696044402642706"
"55995","9905434","41161305","6039862","60.540584505646564"
"45826","1883475","62083271","71945","31.12062267932252"
"39796","5295410","95462919","6909991","92.73934475045135"
"19904","8056019","70501180","1592517","60.74109644204305"
"41002","7990558","35266025","5283610","84.73796753618798"
"69109","1937614","74598670","31761","54.25017004965766"
"26809","2222360","56423615","6617604","45.37428717385927"
"94541","7395112","8246953","9721500","98.8984458359099"
"38297","7870920","77467848","5432347","60.00151973976021"
"64973","5158456","24763401","4266213","29.428105061328267"
"72669","8387660","28930126","567877","34.52922866857458"
"53918","4952341","87074265","4222089","72.85838410778237"
"88498","6334816","30356435","2345268","75.65425556681974"
"40701","3198359","74530097","512418","74.12389936150049"
"26618","1571359","34917861","1442839","97.09237248808871"
"16490","4756834","80553458","3766611","77.16225557414475"
"53899","7133039","49453186","4687603","6.735575105447134"
"42964","6541476","3858889","7639785","37.27904824497911"
"28080","5741571","14623792","7633049","21.818868615327357"
"62277","3381863","51336389","2988196","90.03741420744417"
"36643","615170","57417636","549688","51.52845556668111"
"37591","2074890","70728862","3411612","87.51390944204532"
"12109","2342093","21030420","7840026","63.10261102430672"
"97115","4084178","73568651","9864263","45.95827621006242"
"26050","6422375","99965731","4911861","28.386605283070555"
"20170","804645","79616454","4692768","89.55518926193395"
"48101","3334134","71787121","8049375","13.96099805990476"
"14003","7550687","30024360","3777001","56.411930353933"
"75740","6455790","30496453","6562156","96.26279650460367"
"12743","9857221","39113572","7878041","86.8254323696019"
"90489","356950","28724704","2692572","31.393682694637114"
"74284","7617054","76556138","1083609","95.49114550253502"
"23918","4025514","65036263","3593332","1.3279205815296735"
"53028","6968937","53993057","5929905","42.21778597196815"
"53554","805863","30937972","2528375","68.70208558520417"
"38721","1400881","50703817","9642185","36.95731707904961"
"17949","123694","97399875","8142133","61.933568395831216"
"52144","6871941","80444979","1811282","20.036415307955167"
"82501","5668617","34674044","8031305","52.6572672686608"
"70631","3163276","17032487","4914571","46.31026741555437"
"58781","853074","80220841","154856","85.90922401954944"
"30229","8478525","7562393","2781031","19.91492618957934"
"84432","8586553","27029310","5800540","48.5794851449985"
"3948","2623796","27473168","8890069","95.17147433121397"
"11078","821740","51315144","1178649","67.79843924637021"
"93078","2585255","51095132","138784","98.23221799586514"
"43674","4182361","68470460","6339951","83.44361066644373"
"64249","5879936","66073593","121085","75.93173087220805"
"87167","7255575","59156197","756069","39.12665172447591"
"59408","2487950","26591501","2402988","34.12719945599566"
"59638","4651244","31782001","880558","46.050276722382556"
"1328","1081308","46975748","3669950","52.13386605606293"
"30773","9205232","40570017","72125","42.15656179912218"
"37211","789674","54485964","9001725","15.67083321936391"
"90015","8451799","68248851","5694715","54.10348792771899"
"9613","6316930","93102009","691954","84.45558383711678"
"92739","7396693","86307766","3465761","66.82529120037829"
"38025","5581546","57407486","8897160","37.08604700910199"
"96699","2217634","25349970","4586665","70.71117277948417"
"52967","5950144","31768780","1308631","23.42711811021512"
"58699","4040101","75788729","8567782","31.670831408818678"
"29348","858155","60109076","1277187","10.112980278301198"
"5819","3408693","34652566","3217467","67.3759011805761"
"62574","5087670","19315677","4981963","58.16283667377448"
"56954","4380675","94885336","9541233","2.5435285479296077"
"45235","8122367","64757833","9772838","1.699210184457689"
"58968","2580893","9773763","4268714","66.96886626096"
"19917","324373","57288753","9884560","55.40552921009637"
"93734","9158164","112283","7663866","27.761689527862345"
"81332","5502183","33778530","2760811","16.151484415995565"
"2294","6422341","19897590","396061","58.480906439835735"
"17800","8821217","23403900","9908745","15.07659442773539"
"19538","4208572","8230054","8128075","25.10863420559597"
"92033","8422682","64633711","8063183","42.71762930776657"
"47363","6015037","88451399","9792432","55.52018585551303"
"82110","6365744","40556442","1702267","7.294908164079517"
"92775","9016421","90447731","8729088","84.68181848387596"
"43087","4661308","21959560","760975","89.27428998826814"
"82967","3314807","28406920","5140270","72.57695151688817"
"76327","8855529","9544016","4948686","41.471665905057364"
"60507","7494969","19585819","6113733","52.09292860885179"
"30313","27944","39550608","4789740","19.37816190296633"
"82483","3188101","90013700","6796375","17.001452904403124"
"50101","831623","33315598","4740811","50.60804372036104"
"82829","5914340","1804045","4841499","28.881128736585627"
"93047","7382311","30279412","2941543","3.3954897933359263"
"73573","6378205","79775808","5090716","40.44208534356121"
"56949","871636","15393454","6630364","53.31702311991388"
"10117","8441556","74555348","2000787","71.23992914131199"
"41436","7178935","15726442","8832902","84.75652219518828"
"64898","4154518","54705595","6625374","61.16638107427176"
"1517","5295663","81294132","6962383","82.36027168783463"
"48215","3892089","86355667","9839506","84.27140888175552"
"33297","5122758","27903157","1971471","49.588759317034615"
"95977","9696680","64150448","6085427","58.23842173685389"
"12831","3579079","82337683","4116130","4.318997873177677"
"86342","2510219","4242444","2411471","97.35133987141909"
"5941","3566302","7417160","7579552","32.65016597083339"
"30129","8115025","2895010","2709855","98.35468552842634"
"43486","1121749","87362042","9891238","73.51232367226616"
"29422","2902354","71512010","2914670","38.82655212980455"
"950","3811835","10338110","6053670","2.1004837860473025"
"83147","7104397","71396066","7657367","42.71406177507334"
"96136","9185546","90248566","1794194","25.886726205505816"
"76104","9964316","28968101","5973595","12.863181704082283"
"55823","9995499","13043067","1415698","69.7228529314341"
"93432","3700297","70923935","5812192","67.97971607793836"
"40586","5432792","32451933","7274059","58.27852821582703"
"91756","7402549","92421833","8926031","87.95441220199116"
"81429","5701910","46748239","2586833","68.19275100884703"
"34999","222633","86863926","5254993","79.60845651822844"
"35484","2224342","65446822","4298673","34.63682218985718"
"78676","1085315","53930483","5270702","86.32952876573053"
"498","7595696","69045512","7633317","33.49557399901719"
"42060","5477319","59090165","5551114","94.6649361468614"
"27368","3750212","63286442","536541","57.1055275864232"
"11997","3794503","51113011","4235973","86.47093908560251"
"8928","6252533","62411707","1618286","24.16664063776589"
"64445","8415609","34002141","4770679","86.62770193367297"
"137","3711179","50323941","9710563","33.47856692290494"
"64740","6997340","37409452","7156494","20.746175251117926"
"5996","2827629","5410553","6679525","86.64030102239869"
"67920","1092109","62024544","3030541","24.03306035668362"
